udi,product_id,type,air_temperature,process_temperature,rotational_speed,torque,tool_wear,machine_failure,twf,hdf,pwf,osf,rnf,temp_difference,power_w,overstrain_index
4473,L51652,L,302.7,310.6,1501,48.7,4,0,0,0,0,0,0,7.900000000000034,7654.877963565473,194.8
4474,L51653,L,302.7,310.5,1551,35.9,6,0,0,0,0,0,0,7.800000000000011,5830.890212842263,215.39999999999998
4475,L51654,L,302.7,310.5,1563,35.0,8,0,0,0,0,0,0,7.800000000000011,5728.694203820987,280.0
4476,L51655,L,302.7,310.5,1351,41.8,10,1,0,1,0,0,0,7.800000000000011,5913.713067166402,418.0
4477,L51656,L,302.6,310.4,1415,52.1,12,0,0,0,0,0,0,7.7999999999999545,7720.097427053997,625.2
4478,L51657,L,302.6,310.3,1647,34.2,14,0,0,0,0,0,0,7.699999999999989,5898.591534527123,478.80000000000007
4479,L51658,L,302.5,310.2,1477,41.6,16,0,0,0,0,0,0,7.699999999999989,6434.316857768279,665.6
4480,L51659,L,302.6,310.2,1923,21.5,18,0,0,0,0,0,0,7.599999999999966,4329.585915544773,387.0
4481,H33894,H,302.7,310.4,1305,55.2,20,1,0,1,0,0,0,7.699999999999989,7543.592279799811,1104.0
4482,M19341,M,302.6,310.4,1544,35.1,25,0,0,0,0,0,0,7.7999999999999545,5675.224296856889,877.5
4483,H33896,H,302.7,310.5,1568,36.9,28,0,0,0,0,0,0,7.800000000000011,6059.001255419418,1033.2
4484,L51663,L,302.7,310.4,1489,42.7,33,0,0,0,0,0,0,7.699999999999989,6658.113446434504,1409.1000000000001
4485,M19344,M,302.6,310.4,1451,43.1,35,0,0,0,0,0,0,7.7999999999999545,6548.974517648794,1508.5
4486,L51665,L,302.7,310.4,1542,35.7,38,0,0,0,0,0,0,7.699999999999989,5764.759687484198,1356.6000000000001
4487,M19346,M,302.6,310.5,1965,20.2,40,0,0,0,0,0,0,7.899999999999977,4156.641239964655,808.0
4488,L51667,L,302.5,310.5,1436,36.5,43,0,0,0,0,0,0,8.0,5488.781244841847,1569.5
4489,M19348,M,302.5,310.4,1509,37.6,45,0,0,0,0,0,0,7.899999999999977,5941.631353881304,1692.0
4490,L51669,L,302.5,310.4,1487,40.2,48,0,0,0,0,0,0,7.899999999999977,6259.87468968995,1929.6000000000001
4491,L51670,L,302.5,310.4,1967,20.3,50,0,0,0,0,0,0,7.899999999999977,4181.470293903526,1015.0
4492,H33905,H,302.6,310.4,1409,53.3,52,0,0,0,0,0,0,7.7999999999999545,7864.422193559913,2771.6
4493,M19352,M,302.6,310.5,1420,56.4,57,0,0,0,0,0,0,7.899999999999977,8386.79574802331,3214.7999999999997
4494,L51673,L,302.7,310.5,1511,37.7,60,0,0,0,0,0,0,7.800000000000011,5965.329434464883,2262.0
4495,H33908,H,302.6,310.4,1649,30.1,62,0,0,0,0,0,0,7.7999999999999545,5197.754573388801,1866.2
4496,L51675,L,302.6,310.4,1359,57.2,67,1,0,1,0,0,0,7.7999999999999545,8140.369220275728,3832.4
4497,M19356,M,302.5,310.4,1605,36.0,69,0,0,0,0,0,0,7.899999999999977,6050.707450813941,2484.0
4498,L51677,L,302.5,310.3,1523,36.0,72,0,0,0,0,0,0,7.800000000000011,5741.574733700706,2592.0
4499,H33912,H,302.6,310.4,1614,36.0,74,0,0,0,0,0,0,7.7999999999999545,6084.6366514727115,2664.0
4500,H33913,H,302.6,310.3,1721,27.4,79,0,0,0,0,0,0,7.699999999999989,4938.101940569603,2164.6
4501,L51680,L,302.6,310.4,1638,36.2,84,0,0,0,0,0,0,7.7999999999999545,6209.420711673298,3040.8
4502,L51681,L,302.5,310.2,1307,54.0,86,1,0,1,0,0,0,7.699999999999989,7390.910876835347,4644.0
4503,L51682,L,302.4,310.2,1642,28.3,88,0,0,0,0,0,0,7.800000000000011,4866.1804127534215,2490.4
4504,M19363,M,302.5,310.2,1751,30.5,90,0,0,0,0,0,0,7.699999999999989,5592.61088204299,2745.0
4505,L51684,L,302.4,310.1,1645,31.6,93,0,0,0,0,0,0,7.7000000000000455,5443.542310630154,2938.8
4506,L51685,L,302.4,310.1,1426,46.8,95,0,0,0,0,0,0,7.7000000000000455,6988.66135346971,4446.0
4507,M19366,M,302.4,310.1,1520,36.6,97,0,0,0,0,0,0,7.7000000000000455,5825.769416816912,3550.2000000000003
4508,L51687,L,302.4,310.1,1709,31.8,100,0,0,0,0,0,0,7.7000000000000455,5691.120755684054,3180.0
4509,L51688,L,302.4,310.0,1426,46.6,102,0,0,0,0,0,0,7.600000000000023,6958.795279309584,4753.2
4510,L51689,L,302.4,310.1,1429,43.7,104,0,0,0,0,0,0,7.7000000000000455,6539.465963883929,4544.8
4511,L51690,L,302.4,310.2,1346,62.4,106,1,0,1,0,0,0,7.800000000000011,8795.454120402272,6614.4
4512,L51691,L,302.5,310.2,1454,43.0,108,0,0,0,0,0,0,7.699999999999989,6547.2885295913675,4644.0
4513,M19372,M,302.5,310.3,1411,49.5,110,0,0,0,0,0,0,7.800000000000011,7314.098936455077,5445.0
4514,L51693,L,302.4,310.3,1900,24.4,113,0,0,0,0,0,0,7.900000000000034,4854.807847347427,2757.2
4515,L51694,L,302.4,310.3,1479,36.2,115,0,0,0,0,0,0,7.900000000000034,5606.67474515556,4163.0
4516,L51695,L,302.5,310.4,1415,48.2,117,0,0,0,0,0,0,7.899999999999977,7142.201458426155,5639.400000000001
4517,L51696,L,302.5,310.3,1539,39.0,119,0,0,0,0,0,0,7.800000000000011,6285.384422037098,4641.0
4518,L51697,L,302.4,310.3,1520,31.6,121,0,0,0,0,0,0,7.900000000000034,5029.899277907498,3823.6000000000004
4519,L51698,L,302.4,310.3,1480,45.8,123,0,0,0,0,0,0,7.900000000000034,7098.323881031018,5633.4
4520,L51699,L,302.4,310.4,1666,29.7,125,0,0,0,0,0,0,8.0,5181.554427271789,3712.5
4521,L51700,L,302.4,310.4,1456,47.6,127,0,0,0,0,0,0,8.0,7257.665460421093,6045.2
4522,L51701,L,302.4,310.4,1865,23.9,129,0,0,0,0,0,0,8.0,4667.726004826154,3083.1
4523,M19382,M,302.5,310.5,1918,21.6,131,0,0,0,0,0,0,8.0,4338.413790901361,2829.6000000000004
4524,L51703,L,302.5,310.4,1488,48.4,134,0,0,0,0,0,0,7.899999999999977,7541.8329879138,6485.599999999999
4525,M19384,M,302.5,310.5,1527,38.8,136,0,0,0,0,0,0,8.0,6204.394163427553,5276.799999999999
4526,M19385,M,302.4,310.4,1463,42.2,139,0,0,0,0,0,0,8.0,6465.251073430627,5865.8
4527,L51706,L,302.4,310.4,1521,38.5,142,0,0,0,0,0,0,8.0,6132.231780174597,5467.0
4528,M19387,M,302.4,310.5,1372,45.7,144,1,0,1,0,0,0,8.100000000000023,6565.970533904715,6580.8
4529,L51708,L,302.5,310.5,1507,39.5,147,0,0,0,0,0,0,8.0,6233.600503130427,5806.5
4530,M19389,M,302.4,310.4,1586,34.3,149,0,0,0,0,0,0,8.0,5696.7337345584665,5110.7
4531,L51710,L,302.5,310.4,1487,42.0,152,0,0,0,0,0,0,7.899999999999977,6540.167586243231,6384.0
4532,L51711,L,302.5,310.5,1520,41.2,154,0,0,0,0,0,0,8.0,6557.969944613574,6344.8
4533,H33946,H,302.5,310.4,1422,41.9,156,0,0,0,0,0,0,7.899999999999977,6239.391505588544,6536.4
4534,M19393,M,302.4,310.3,1375,52.5,161,1,0,1,0,0,0,7.900000000000034,7559.457322700439,8452.5
4535,L51714,L,302.4,310.2,1633,28.0,164,0,0,0,0,0,0,7.800000000000011,4788.206083091323,4592.0
4536,L51715,L,302.4,310.2,1503,36.2,166,0,0,0,0,0,0,7.800000000000011,5697.6552684035205,6009.200000000001
4537,L51716,L,302.4,310.2,1351,45.1,168,1,0,1,0,0,0,7.800000000000011,6380.585151416381,7576.8
4538,L51717,L,302.3,310.2,1548,35.3,170,0,0,0,0,0,0,7.899999999999977,5722.348186660735,6000.999999999999
4539,L51718,L,302.4,310.3,1923,23.3,172,0,0,0,0,0,0,7.900000000000034,4692.062875915964,4007.6
4540,L51719,L,302.5,310.3,1592,32.6,174,0,0,0,0,0,0,7.800000000000011,5434.871514906246,5672.400000000001
4541,M19400,M,302.5,310.4,1580,35.6,176,0,0,0,0,0,0,7.899999999999977,5890.276785970623,6265.6
4542,L51721,L,302.5,310.4,1427,46.8,179,0,0,0,0,0,0,7.899999999999977,6993.562238009309,8377.199999999999
4543,M19402,M,302.5,310.4,1581,32.7,181,0,0,0,0,0,0,7.899999999999977,5413.875204004755,5918.700000000001
4544,M19403,M,302.6,310.5,1542,39.9,184,0,0,0,0,0,0,7.899999999999977,6442.966709541162,7341.599999999999
4545,L51724,L,302.5,310.4,1349,55.1,187,1,0,1,0,0,0,7.899999999999977,7783.808926068799,10303.7
4546,L51725,L,302.5,310.5,1463,43.0,189,0,0,0,0,0,0,8.0,6587.815074822676,8127.0
4547,M19406,M,302.5,310.4,1429,43.2,191,0,0,0,0,0,0,7.899999999999977,6464.643698850933,8251.2
4548,M19407,M,302.5,310.4,1451,53.6,194,0,0,0,0,0,0,7.899999999999977,8144.432346774372,10398.4
4549,L51728,L,302.6,310.5,1511,37.2,197,0,0,0,0,0,0,7.899999999999977,5886.2136594719805,7328.400000000001
4550,L51729,L,302.6,310.6,1549,37.5,199,0,0,0,0,0,0,8.0,6082.908775513237,7462.5
4551,M19410,M,302.5,310.5,1507,40.2,201,0,0,0,0,0,0,8.0,6344.069372806156,8080.200000000001
4552,M19411,M,302.6,310.5,1524,33.7,204,0,0,0,0,0,0,7.899999999999977,5378.280959239582,6874.8
4553,M19412,M,302.7,310.5,1880,22.7,207,0,0,0,0,0,0,7.800000000000011,4469.0202694866,4698.9
4554,L51733,L,302.6,310.5,1461,45.4,0,0,0,0,0,0,0,7.899999999999977,6945.99852523396,0.0
4555,L51734,L,302.6,310.5,1748,28.2,2,0,0,0,0,0,0,7.899999999999977,5162.013720966461,56.4
4556,L51735,L,302.7,310.6,1690,26.7,4,0,0,0,0,0,0,7.900000000000034,4725.2695102644075,106.8
4557,M19416,M,302.7,310.6,1349,51.2,6,1,0,1,0,0,0,7.900000000000034,7232.867822408757,307.20000000000005
4558,L51737,L,302.7,310.6,1686,26.3,9,0,0,0,0,0,0,7.900000000000034,4643.46243756493,236.70000000000002
4559,L51738,L,302.7,310.7,1369,47.5,11,1,0,1,0,0,0,8.0,6809.663876043675,522.5
4560,L51739,L,302.7,310.7,1433,43.7,13,0,0,0,0,0,0,8.0,6557.770977078846,568.1
4561,L51740,L,302.7,310.7,1597,41.9,15,0,0,0,0,0,0,8.0,7007.2491100034495,628.5
4562,L51741,L,302.9,310.8,1610,32.2,17,0,0,0,0,0,0,7.900000000000034,5428.881544913403,547.4000000000001
4563,L51742,L,302.7,310.7,1398,57.7,19,0,0,0,0,0,0,8.0,8447.177158825309,1096.3
4564,L51743,L,302.7,310.7,1977,20.0,21,0,0,0,0,0,0,8.0,4140.619117431347,420.0
4565,L51744,L,302.8,310.8,1516,39.5,23,0,0,0,0,0,0,8.0,6270.828376075466,908.5
4566,H33979,H,302.7,310.8,1275,55.0,25,1,0,1,0,0,0,8.100000000000023,7343.472827766141,1375.0
4567,L51746,L,302.8,310.8,1402,50.5,30,0,0,0,0,0,0,8.0,7414.263382227031,1515.0
4568,M19427,M,302.8,310.8,1451,44.7,32,0,0,0,0,0,0,8.0,6792.091901134597,1430.4
4569,M19428,M,302.7,310.8,1555,36.1,35,0,0,0,0,0,0,8.100000000000023,5878.495813519661,1263.5
4570,L51749,L,302.8,310.9,1636,35.0,38,0,0,0,0,0,0,8.099999999999966,5996.253178151718,1330.0
4571,L51750,L,302.8,310.9,1312,52.2,40,1,0,1,0,0,0,8.099999999999966,7171.879037027067,2088.0
4572,L51751,L,302.8,310.9,1708,29.8,42,0,0,0,0,0,0,8.099999999999966,5330.067983982491,1251.6000000000001
4573,M19432,M,302.9,311.0,1556,36.5,44,0,0,0,0,0,0,8.100000000000023,5947.453772265957,1606.0
4574,H33987,H,302.8,311.0,1436,43.5,47,0,0,0,0,0,0,8.199999999999989,6541.424223304667,2044.5
4575,M19434,M,302.9,311.0,1402,40.7,52,0,0,0,0,0,0,8.100000000000023,5975.455834784954,2116.4
4576,M19435,M,302.9,311.0,1437,49.9,55,0,0,0,0,0,0,8.100000000000023,7509.0661765368595,2744.5
4577,M19436,M,302.9,311.1,1926,21.8,58,0,0,0,0,0,0,8.200000000000045,4396.847414258131,1264.4
4578,L51757,L,303.0,311.2,1800,23.7,61,0,0,0,0,0,0,8.199999999999989,4467.344753404685,1445.7
4579,L51758,L,303.0,311.2,1641,32.6,63,0,0,0,0,0,0,8.199999999999989,5602.150851734391,2053.8
4580,L51759,L,303.0,311.2,1374,48.2,65,1,0,1,0,0,0,8.199999999999989,6935.254278358684,3133.0
4581,L51760,L,303.0,311.2,1494,37.0,67,0,0,0,0,0,0,8.199999999999989,5788.698623504552,2479.0
4582,L51761,L,303.0,311.2,1601,32.9,69,0,0,0,0,0,0,8.199999999999989,5515.893189442326,2270.1
4583,L51762,L,302.9,311.2,1634,36.9,71,0,0,0,0,0,0,8.300000000000011,6314.035747037838,2619.9
4584,M19443,M,302.9,311.2,1467,37.7,73,0,0,0,0,0,0,8.300000000000011,5791.620304672391,2752.1000000000004
4585,L51764,L,302.8,311.1,1550,32.3,76,0,0,0,0,0,0,8.300000000000011,5242.794540065765,2454.7999999999997
4586,L51765,L,302.8,311.1,1563,32.2,78,0,0,0,0,0,0,8.300000000000011,5270.398667515309,2511.6000000000004
4587,L51766,L,302.7,310.9,1395,48.3,80,0,0,0,0,0,0,8.199999999999989,7055.860020329996,3864.0
4588,M19447,M,302.8,311.0,1507,33.4,82,0,0,0,0,0,0,8.199999999999989,5270.9432102419305,2738.7999999999997
4589,L51768,L,302.8,311.0,1564,38.5,85,0,0,0,0,0,0,8.199999999999989,6305.595334775193,3272.5
4590,L51769,L,302.8,311.1,1721,30.0,87,0,0,0,0,0,0,8.300000000000011,5406.680956828034,2610.0
4591,L51770,L,302.8,311.1,1456,36.1,89,0,0,0,0,0,0,8.300000000000011,5504.237880697508,3212.9
4592,H34005,H,302.9,311.2,2102,17.8,91,0,0,0,0,0,0,8.300000000000011,3918.152469655142,1619.8
4593,L51772,L,302.9,311.1,1555,33.9,96,0,0,0,0,0,0,8.200000000000045,5520.249531255305,3254.3999999999996
4594,L51773,L,303.0,311.2,1409,41.9,98,0,0,0,0,0,0,8.199999999999989,6182.350654974865,4106.2
4595,M19454,M,303.0,311.2,1387,41.4,100,0,0,0,0,0,0,8.199999999999989,6013.196834530078,4140.0
4596,M19455,M,303.0,311.2,1460,43.9,103,0,0,0,0,0,0,8.199999999999989,6711.907984639473,4521.7
4597,L51776,L,303.0,311.2,1361,47.6,106,1,0,1,0,0,0,8.199999999999989,6784.12272776999,5045.6
4598,M19457,M,303.0,311.1,1490,43.0,108,0,0,0,0,0,0,8.100000000000023,6709.394710516601,4644.0
4599,L51778,L,303.1,311.2,1399,49.2,111,0,0,0,0,0,0,8.099999999999966,7207.944520690277,5461.200000000001
4600,L51779,L,303.1,311.1,1420,55.8,113,0,0,0,0,0,0,8.0,8297.574516661361,6305.4
4601,L51780,L,303.0,311.0,1359,44.2,115,1,0,1,0,0,0,8.0,6290.285306576699,5083.0
4602,M19461,M,303.0,311.1,1372,54.3,117,1,0,1,0,0,0,8.100000000000023,7801.579868512604,6353.099999999999
4603,M19462,M,303.0,311.0,1409,41.7,120,0,0,0,0,0,0,8.0,6152.840627982146,5004.0
4604,H34017,H,302.9,311.0,1452,58.3,123,0,0,0,0,0,0,8.100000000000023,8864.69482248739,7170.9
4605,L51784,L,302.9,311.0,1820,24.6,128,0,0,0,0,0,0,8.100000000000023,4688.512876217407,3148.8
4606,H34019,H,302.9,311.0,1469,48.7,130,0,0,0,0,0,0,8.100000000000023,7491.682697186996,6331.0
4607,L51786,L,302.9,311.1,1556,45.3,135,0,0,0,0,0,0,8.200000000000045,7381.360435168433,6115.5
4608,L51787,L,303.0,311.1,1980,20.2,137,0,0,0,0,0,0,8.100000000000023,4188.371325765912,2767.4
4609,M19468,M,303.0,311.2,1519,38.0,139,0,0,0,0,0,0,8.199999999999989,6044.633705017001,5282.0
4610,L51789,L,303.0,311.2,1456,44.0,142,0,0,0,0,0,0,8.199999999999989,6708.766391985883,6248.0
4611,L51790,L,303.1,311.2,1394,45.3,144,0,0,0,0,0,0,8.099999999999966,6612.864040247298,6523.2
4612,L51791,L,303.0,311.3,1365,56.2,146,1,0,1,0,0,0,8.300000000000011,8033.366574494459,8205.2
4613,L51792,L,303.0,311.3,2194,16.5,148,0,0,0,0,0,0,8.300000000000011,3790.959855086803,2442.0
4614,L51793,L,303.1,311.3,1403,55.6,150,0,0,0,0,0,0,8.199999999999989,8168.852993668275,8340.0
4615,H34028,H,303.0,311.2,1503,37.0,152,0,0,0,0,0,0,8.199999999999989,5823.570301959399,5624.0
4616,L51795,L,303.0,311.3,1793,29.3,157,0,0,0,0,0,0,8.300000000000011,5501.441863235814,4600.1
4617,L51796,L,303.1,311.4,1829,24.5,159,0,0,0,0,0,0,8.299999999999955,4692.544586789514,3895.5
4618,M19477,M,303.1,311.4,1831,23.3,161,0,0,0,0,0,0,8.299999999999955,4467.585608841461,3751.3
4619,M19478,M,303.0,311.3,1335,53.6,164,1,0,1,0,0,0,8.300000000000011,7493.326797342374,8790.4
4620,H34033,H,303.1,311.3,2056,19.7,167,0,0,0,0,0,0,8.199999999999989,4241.485185562603,3289.9
4621,L51800,L,303.1,311.3,1336,52.6,172,1,0,1,0,0,0,8.199999999999989,7359.0341833769235,9047.2
4622,L51801,L,303.0,311.2,1341,51.0,174,1,0,1,0,0,0,8.199999999999989,7161.888772388651,8874.0
4623,M19482,M,303.0,311.1,1526,37.3,176,0,0,0,0,0,0,8.100000000000023,5960.62751746001,6564.799999999999
4624,L51803,L,303.0,311.1,1525,40.7,179,0,0,0,0,0,0,8.100000000000023,6499.693400889483,7285.3
4625,M19484,M,303.0,311.1,1428,39.8,181,0,0,0,0,0,0,8.100000000000023,5951.684450372791,7203.799999999999
4626,L51805,L,303.0,311.2,1511,45.7,184,0,0,0,0,0,0,8.199999999999989,7231.18183435133,8408.800000000001
4627,L51806,L,303.0,311.2,1664,29.8,186,0,0,0,0,0,0,8.199999999999989,5192.759441069593,5542.8
4628,M19487,M,303.0,311.2,1592,38.9,188,0,0,0,0,0,0,8.199999999999989,6485.168770854385,7313.2
4629,M19488,M,303.0,311.1,1597,36.7,191,0,0,0,0,0,0,8.100000000000023,6137.614375587747,7009.700000000001
4630,L51809,L,303.0,311.2,1735,26.1,194,0,0,0,0,0,0,8.199999999999989,4742.077030961113,5063.400000000001
4631,L51810,L,302.9,311.2,1751,23.8,196,0,0,0,0,0,0,8.300000000000011,4364.070130905678,4664.8
4632,L51811,L,303.0,311.2,1383,44.6,198,0,0,0,0,0,0,8.199999999999989,6459.30299133983,8830.800000000001
4633,M19492,M,302.9,311.2,1330,53.7,200,1,0,1,0,0,0,8.300000000000011,7479.18963040122,10740.0
4634,L51813,L,303.0,311.2,1382,50.5,203,0,0,0,0,0,0,8.199999999999989,7308.496429556175,10251.5
4635,L51814,L,303.0,311.2,1755,30.4,205,0,0,0,0,0,0,8.199999999999989,5587.008375144088,6232.0
4636,M19495,M,303.0,311.2,1614,35.7,207,0,0,0,0,0,0,8.199999999999989,6033.9313460437725,7389.900000000001
4637,L51816,L,303.0,311.3,1466,43.0,210,0,0,0,0,0,0,8.300000000000011,6601.3239232331125,9030.0
4638,M19497,M,303.1,311.3,1847,24.7,212,0,0,0,0,0,0,8.199999999999989,4777.4094763384865,5236.4
4639,L51818,L,303.1,311.3,1474,34.8,215,0,0,0,0,0,0,8.199999999999989,5371.620782813971,7481.999999999999
4640,L51819,L,303.1,311.3,1657,31.8,217,0,0,0,0,0,0,8.199999999999989,5517.956168618184,6900.6
4641,L51820,L,303.1,311.2,1435,40.1,219,0,0,0,0,0,0,8.099999999999966,6025.941228728142,8781.9
4642,H34055,H,303.1,311.3,1494,42.7,221,0,0,0,0,0,0,8.199999999999989,6680.471114152551,9436.7
4643,L51822,L,303.2,311.4,1238,54.6,226,1,0,1,0,1,0,8.199999999999989,7078.5109033623785,12339.6
4644,L51823,L,303.2,311.4,1324,54.2,228,1,0,1,0,1,0,8.199999999999989,7514.773403190881,12357.6
4645,L51824,L,303.2,311.4,1514,41.2,230,0,0,0,0,0,0,8.199999999999989,6532.083221147994,9476.0
4646,L51825,L,303.3,311.4,1732,25.6,232,0,0,0,0,0,0,8.099999999999966,4643.190166201619,5939.200000000001
4647,L51826,L,303.3,311.4,1497,46.0,234,1,1,0,0,0,0,8.099999999999966,7211.211777050011,10764.0
4648,L51827,L,303.3,311.4,1958,21.5,0,0,0,0,0,0,0,8.099999999999966,4408.387531272318,0.0
4649,L51828,L,303.3,311.4,1630,32.5,2,0,0,0,0,0,0,8.099999999999966,5547.5290274639765,65.0
4650,M19509,M,303.3,311.4,1395,59.1,4,0,0,0,0,0,0,8.099999999999966,8633.567850962789,236.4
4651,L51830,L,303.3,311.4,1658,30.5,7,0,0,0,0,0,0,8.099999999999966,5295.573296646075,213.5
4652,L51831,L,303.2,311.4,1349,51.1,9,1,0,1,0,0,0,8.199999999999989,7218.741127443115,459.90000000000003
4653,L51832,L,303.1,311.2,1452,52.9,11,0,0,0,0,0,0,8.099999999999966,8043.608166545163,581.9
4654,M19513,M,303.1,311.1,1594,35.5,13,0,0,0,0,0,0,8.0,5925.776782956187,461.5
4655,M19514,M,303.1,311.0,1510,47.6,16,0,0,0,0,0,0,7.899999999999977,7526.837118980666,761.6
4656,L51835,L,303.1,311.1,1854,22.6,19,0,0,0,0,0,0,8.0,4387.799627415792,429.40000000000003
4657,L51836,L,303.1,311.2,1626,32.3,21,0,0,0,0,0,0,8.099999999999966,5499.860594933507,678.3
4658,L51837,L,303.1,311.2,1628,35.2,23,0,0,0,0,0,0,8.099999999999966,6001.028398985175,809.6
4659,L51838,L,303.1,311.2,1679,34.8,25,0,0,0,0,0,0,8.099999999999966,6118.691515837624,869.9999999999999
4660,M19519,M,303.1,311.2,1489,44.5,27,0,0,0,0,0,0,8.099999999999966,6938.783334106216,1201.5
4661,L51840,L,303.2,311.2,1439,43.9,30,0,0,0,0,0,0,8.0,6615.366842394658,1317.0
4662,L51841,L,303.3,311.3,1350,48.1,32,1,0,1,0,0,0,8.0,6799.977298695107,1539.2
4663,H34076,H,303.3,311.2,1607,31.7,34,0,0,0,0,0,0,7.899999999999977,5334.623293330196,1077.8
4664,L51843,L,303.3,311.3,1389,53.9,39,0,0,0,0,0,0,8.0,7840.064378519079,2102.1
4665,M19524,M,303.3,311.3,1566,46.1,41,0,0,0,0,0,0,8.0,7559.99139345155,1890.1000000000001
4666,M19525,M,303.4,311.4,1307,54.0,44,1,0,1,0,0,0,8.0,7390.910876835347,2376.0
4667,M19526,M,303.3,311.5,1569,36.6,47,0,0,0,0,0,0,8.199999999999989,6013.57382564851,1720.2
4668,H34081,H,303.3,311.4,1651,30.6,50,0,0,0,0,0,0,8.099999999999966,5290.504860498284,1530.0
4669,H34082,H,303.3,311.4,1692,27.9,55,0,0,0,0,0,0,8.099999999999966,4943.484535982754,1534.5
4670,M19529,M,303.3,311.5,1373,47.3,60,1,0,1,0,0,0,8.199999999999989,6800.804584760552,2838.0
4671,L51850,L,303.2,311.4,1610,35.5,63,0,0,0,0,0,0,8.199999999999989,5985.257603864154,2236.5
4672,L51851,L,303.3,311.4,1511,43.4,65,0,0,0,0,0,0,8.099999999999966,6867.249269383976,2821.0
4673,L51852,L,303.3,311.5,1412,55.6,67,0,0,0,0,0,0,8.199999999999989,8221.254759130154,3725.2000000000003
4674,L51853,L,303.4,311.5,1501,36.2,69,0,0,0,0,0,0,8.100000000000023,5690.073558132857,2497.8
4675,L51854,L,303.4,311.5,1414,44.8,71,0,0,0,0,0,0,8.100000000000023,6633.703271516111,3180.7999999999997
4676,H34089,H,303.5,311.5,1629,33.5,73,0,0,0,0,0,0,8.0,5714.714116512513,2445.5
4677,L51856,L,303.4,311.5,1879,21.3,78,0,0,0,0,0,0,8.100000000000023,4191.1673432276075,1661.4
4678,H34091,H,303.5,311.6,1466,47.0,80,0,0,0,0,0,0,8.100000000000023,7215.400567254797,3760.0
4679,H34092,H,303.6,311.7,1476,40.1,85,0,0,0,0,0,0,8.099999999999966,6198.110978120374,3408.5
4680,L51859,L,303.6,311.8,1695,30.7,90,0,0,0,0,0,0,8.199999999999989,5449.249537284176,2763.0
4681,L51860,L,303.6,311.7,1491,39.8,92,0,0,0,0,0,0,8.099999999999966,6214.258764359825,3661.6
4682,M19541,M,303.6,311.8,1659,34.7,94,0,0,0,0,0,0,8.199999999999989,6028.43355889999,3261.8
4683,L51862,L,303.6,311.8,1567,31.7,97,0,0,0,0,0,0,8.199999999999989,5201.838643838468,3074.9
4684,L51863,L,303.6,311.8,1736,32.9,99,0,0,0,0,0,0,8.199999999999989,5981.0059818062955,3257.1
4685,M19544,M,303.6,311.8,1421,44.8,101,1,0,0,0,0,0,8.199999999999989,6666.543386721636,4524.799999999999
4686,M19545,M,303.6,311.8,1627,30.8,104,0,0,0,0,0,0,8.199999999999989,5247.674480654342,3203.2000000000003
4687,M19546,M,303.5,311.6,1562,34.2,107,0,0,0,0,0,0,8.100000000000023,5594.171206394272,3659.4
4688,L51867,L,303.5,311.6,2183,17.0,110,0,0,0,0,0,0,8.100000000000023,3886.2548322456937,1870.0
4689,L51868,L,303.5,311.6,1577,38.1,112,0,0,0,0,0,0,8.100000000000023,6291.9503506831015,4267.2
4690,M19549,M,303.4,311.5,1560,36.4,114,0,0,0,0,0,0,8.100000000000023,5946.40657471476,4149.599999999999
4691,M19550,M,303.4,311.5,1483,43.0,117,0,0,0,0,0,0,8.100000000000023,6677.874064225583,5031.0
4692,L51871,L,303.5,311.5,1535,33.3,120,0,0,0,0,0,0,8.0,5352.802642818968,3995.9999999999995
4693,M19552,M,303.4,311.4,1606,29.6,122,0,0,0,0,0,0,8.0,4978.125830976339,3611.2000000000003
4694,M19553,M,303.4,311.5,1817,24.7,125,0,0,0,0,0,0,8.100000000000023,4699.812137794818,3087.5
4695,L51874,L,303.4,311.5,1424,50.8,128,0,0,0,0,0,0,8.100000000000023,7575.343309552091,6502.4
4696,L51875,L,303.3,311.6,1514,34.7,130,0,0,0,0,0,0,8.300000000000011,5501.536111015422,4511.0
4697,L51876,L,303.4,311.6,1449,41.7,132,0,0,0,0,0,0,8.200000000000045,6327.5131795217385,5504.400000000001
4698,M19557,M,303.5,311.6,1573,34.0,134,0,0,0,0,0,0,8.100000000000023,5600.621943309644,4556.0
4699,L51878,L,303.4,311.6,1564,41.9,137,0,0,0,0,0,0,8.200000000000045,6862.453104599495,5740.3
4700,L51879,L,303.5,311.6,1428,46.2,139,0,0,0,0,0,0,8.100000000000023,6908.739236362386,6421.8
4701,L51880,L,303.5,311.7,1620,31.0,141,0,0,0,0,0,0,8.199999999999989,5259.026102109314,4371.0
4702,H34115,H,303.5,311.7,1584,32.7,143,0,0,0,0,0,0,8.199999999999989,5424.148211981993,4676.1
4703,L51882,L,303.6,311.8,1222,66.8,148,1,0,1,0,0,0,8.199999999999989,8548.231722515779,9886.4
4704,M19563,M,303.6,311.8,1432,42.5,150,0,0,0,0,0,0,8.199999999999989,6373.244296582493,6375.0
4705,L51884,L,303.7,311.9,1561,33.3,153,0,0,0,0,0,0,8.199999999999989,5443.46900680157,5094.9
4706,L51885,L,303.6,311.8,1614,33.2,155,0,0,0,0,0,0,8.199999999999989,5611.3871341359445,5146.0
4707,L51886,L,303.5,311.7,1959,22.3,157,0,0,0,0,0,0,8.199999999999989,4574.755806230921,3501.1
